institution_id,institution_slug,institution_name,institution_type,city,state_code,country_code,latitude,longitude,website_url
160,university-of-north-florida-jacksonville-fl-us,University of North Florida,,JACKSONVILLE,FL,US,,,
127,university-of-north-texas-denton-tx-us,University of North Texas,,DENTON,TX,US,,,
324,university-of-notre-dame-notre-dame-in-us,University of Notre Dame,,NOTRE DAME,IN,US,,,
85,university-of-oklahoma-norman-campus-norman-ok-us,University of Oklahoma Norman Campus,,NORMAN,OK,US,,,
152,university-of-pennsylvania-philadelphia-pa-us,University of Pennsylvania,,PHILADELPHIA,PA,US,,,
20,university-of-pennsylvania-perelman-school-of-medicine-philadelphia-pa-us,University of Pennsylvania Perelman School of Medicine,,Philadelphia,PA,US,,,
279,university-of-pittsburgh-pittsburgh-pa-us,University of Pittsburgh,,PITTSBURGH,PA,US,,,
67,university-of-puerto-rico-in-ponce-ponce-pr-us,University of Puerto Rico in Ponce,,Ponce,PR,US,,,
203,university-of-puerto-rico-rio-piedras-san-juan-pr-us,University of Puerto Rico-Rio Piedras,,SAN JUAN,PR,US,,,
185,university-of-rhode-island-kingston-ri-us,University of Rhode Island,,KINGSTON,RI,US,,,
105,university-of-rochester-rochester-ny-us,University of Rochester,,ROCHESTER,NY,US,,,
186,university-of-south-alabama-mobile-al-us,University of South Alabama,,Mobile,AL,US,,,
223,university-of-south-carolina-at-columbia-columbia-sc-us,University of South Carolina at Columbia,,COLUMBIA,SC,US,,,
218,university-of-south-dakota-main-campus-vermillion-sd-us,University of South Dakota Main Campus,,VERMILLION,SD,US,,,
131,university-of-south-florida-tampa-fl-us,University of South Florida,,TAMPA,FL,US,,,
159,university-of-southern-california-los-angeles-ca-us,University of Southern California,,LOS ANGELES,CA,US,,,
59,university-of-southern-california-playa-vista-ca-us,University of Southern California,,Playa Vista,CA,US,,,
174,university-of-southern-mississippi-hattiesburg-ms-us,University of Southern Mississippi,,HATTIESBURG,MS,US,,,
52,university-of-tennessee-chattanooga-chattanooga-tn-us,University of Tennessee Chattanooga,,CHATTANOOGA,TN,US,,,
340,university-of-tennessee-knoxville-us,University of Tennessee Knoxville,,,,US,,,
110,university-of-tennessee-knoxville-knoxville-tn-us,University of Tennessee Knoxville,,KNOXVILLE,TN,US,,,
254,university-of-texas-at-arlington-arlington-tx-us,University of Texas at Arlington,,ARLINGTON,TX,US,,,
130,university-of-texas-at-austin-austin-tx-us,University of Texas at Austin,,AUSTIN,TX,US,,,
178,university-of-texas-at-dallas-richardson-tx-us,University of Texas at Dallas,,RICHARDSON,TX,US,,,
348,university-of-texas-at-el-paso-us,University of Texas at El Paso,,,,US,,,
315,university-of-texas-at-el-paso-el-paso-tx-us,University of Texas at El Paso,,EL PASO,TX,US,,,
298,university-of-texas-at-san-antonio-san-antonio-tx-us,University of Texas at San Antonio,,SAN ANTONIO,TX,US,,,
153,university-of-texas-of-the-permian-basin-odessa-tx-us,University of Texas of the Permian Basin,,ODESSA,TX,US,,,
243,university-of-toledo-toledo-oh-us,University of Toledo,,TOLEDO,OH,US,,,
286,university-of-tulsa-tulsa-ok-us,University of Tulsa,,TULSA,OK,US,,,
128,university-of-utah-salt-lake-city-ut-us,University of Utah,,SALT LAKE CITY,UT,US,,,
237,university-of-virginia-main-campus-charlottesville-va-us,University of Virginia Main Campus,,CHARLOTTESVILLE,VA,US,,,
89,university-of-washington-seattle-wa-us,University of Washington,,SEATTLE,WA,US,,,
299,university-of-wisconsin-eau-claire-eau-claire-wi-us,University of Wisconsin-Eau Claire,,EAU CLAIRE,WI,US,,,
343,university-of-wisconsin-madison-us,University of Wisconsin-Madison,,,,US,,,
95,university-of-wisconsin-madison-madison-wi-us,University of Wisconsin-Madison,,MADISON,WI,US,,,
296,university-of-wisconsin-milwaukee-milwaukee-wi-us,University of Wisconsin-Milwaukee,,MILWAUKEE,WI,US,,,
263,university-of-wisconsin-stout-menomonie-wi-us,University of Wisconsin-Stout,,MENOMONIE,WI,US,,,
12,university-of-wisconsinamadison-madison-wi-us,University of Wisconsinâ€“Madison,,Madison,WI,US,,,
256,university-of-wyoming-laramie-wy-us,University of Wyoming,,LARAMIE,WY,US,,,
335,utah-state-university-logan-ut-us,Utah State University,,LOGAN,UT,US,,,
109,vanderbilt-university-nashville-tn-us,Vanderbilt University,,NASHVILLE,TN,US,,,
176,vanderbilt-university-medical-center-nashville-tn-us,Vanderbilt University Medical Center,,NASHVILLE,TN,US,,,
206,virginia-commonwealth-university-richmond-va-us,Virginia Commonwealth University,,RICHMOND,VA,US,,,
48,virginia-polytechnic-institute-and-state-university-blacksburg-va-us,Virginia Polytechnic Institute and State University,,BLACKSBURG,VA,US,,,
356,wdts-science-undergraduate-laboratory-internships-us,WDTS Science Undergraduate Laboratory Internships,,,,US,,,
100,wake-forest-university-school-of-medicine-winston-salem-nc-us,Wake Forest University School of Medicine,,WINSTON SALEM,NC,US,,,
34,washington-state-university-pullman-wa-us,Washington State University,,PULLMAN,WA,US,,,
96,washington-state-university-vancouver-wa-us,Washington State University,,Vancouver,WA,US,,,
117,washington-university-saint-louis-mo-us,Washington University,,SAINT LOUIS,MO,US,,,
189,wayne-state-university-detroit-mi-us,Wayne State University,,DETROIT,MI,US,,,
166,west-virginia-university-research-corporation-morgantown-wv-us,West Virginia University Research Corporation,,MORGANTOWN,WV,US,,,
139,western-michigan-university-kalamazoo-mi-us,Western Michigan University,,KALAMAZOO,MI,US,,,
200,western-washington-university-bellingham-wa-us,Western Washington University,,Bellingham,WA,US,,,
74,william-marsh-rice-university-houston-tx-us,William Marsh Rice University,,Houston,TX,US,,,
73,williams-college-williamstown-ma-us,Williams College,,WILLIAMSTOWN,MA,US,,,
54,wistar-institute-philadelphia-pa-us,Wistar Institute,,PHILADELPHIA,PA,US,,,
359,women-s-sports-medicine-summer-internship-program-us,Women's Sports Medicine Summer Internship Program,,,,US,,,
277,woods-hole-oceanographic-institution-woods-hole-ma-us,Woods Hole Oceanographic Institution,,WOODS HOLE,MA,US,,,
133,worcester-polytechnic-institute-worcester-ma-us,Worcester Polytechnic Institute,,WORCESTER,MA,US,,,
247,wright-state-university-dayton-oh-us,Wright State University,,DAYTON,OH,US,,,
325,xavier-university-of-louisiana-new-orleans-la-us,Xavier University of Louisiana,,New Orleans,LA,US,,,
345,yale-university-us,Yale University,,,,US,,,
266,yale-university-new-haven-ct-us,Yale University,,NEW HAVEN,CT,US,,,
